고객ID,성별,결제수단,거주지,회원등급,만족도,최근접속시간(시),선호제품군_적정온도,나이,구매수량,총결제금액
CUST_4954,기타,간편결제,대구,Bronze,2,18,24.0,41,3,876930
CUST_4955,남성,휴대폰결제,대구,Silver,3,19,22.7,64,42,947926
CUST_4956,기타,계좌이체,부산,VVIP,1,1,24.3,70,35,299044
CUST_4957,기타,계좌이체,부산,Gold,1,16,19.4,48,48,873836
CUST_4958,기타,신용카드,경기,Bronze,5,10,23.0,69,38,373689
CUST_4959,남성,휴대폰결제,광주,Bronze,4,1,17.8,37,33,370387
CUST_4960,남성,간편결제,경기,Bronze,1,17,30.3,63,28,399980
CUST_4961,여성,신용카드,부산,Gold,5,1,15.9,65,7,521376
CUST_4962,기타,휴대폰결제,대구,Gold,3,10,30.5,41,14,112687
CUST_4963,기타,휴대폰결제,경기,Bronze,1,18,20.2,56,5,584200
CUST_4964,기타,휴대폰결제,부산,Silver,4,17,13.1,67,40,139117
CUST_4965,기타,휴대폰결제,서울,VVIP,3,11,26.8,25,43,969802
CUST_4966,남성,간편결제,부산,VIP,5,20,20.6,57,43,247571
CUST_4967,남성,휴대폰결제,광주,Bronze,2,14,24.3,58,44,985153
CUST_4968,여성,신용카드,부산,VVIP,5,2,26.1,54,42,141600
CUST_4969,여성,휴대폰결제,경기,Gold,4,14,21.7,40,44,849752
CUST_4970,여성,간편결제,서울,Silver,1,3,17.0,51,2,858053
CUST_4971,기타,휴대폰결제,부산,VIP,4,9,24.9,69,19,560323
CUST_4972,여성,계좌이체,광주,Silver,1,3,20.0,57,24,440988
CUST_4973,기타,계좌이체,부산,Bronze,5,6,23.4,51,35,217606
CUST_4974,남성,간편결제,경기,Gold,3,11,9.2,61,16,318481
CUST_4975,기타,계좌이체,경기,VIP,1,4,22.2,48,27,589475
CUST_4976,여성,휴대폰결제,대구,VIP,2,15,16.8,70,47,253998
CUST_4977,여성,휴대폰결제,서울,Bronze,5,2,28.3,21,12,588468
CUST_4978,남성,간편결제,부산,Silver,2,2,23.1,54,9,621534
CUST_4979,남성,신용카드,광주,VVIP,4,17,21.2,50,31,510155
CUST_4980,남성,휴대폰결제,부산,Silver,2,8,22.4,22,33,525396
CUST_4981,기타,간편결제,경기,Silver,4,15,15.0,69,10,928021
CUST_4982,여성,휴대폰결제,대구,Silver,2,22,28.1,24,29,568194
CUST_4983,남성,신용카드,대구,Gold,2,12,30.0,61,16,744958
CUST_4984,여성,휴대폰결제,부산,VVIP,3,8,22.0,53,15,623985
CUST_4985,남성,간편결제,광주,Gold,2,0,28.0,54,6,595777
CUST_4986,남성,휴대폰결제,경기,VIP,4,21,17.2,44,27,144518
CUST_4987,남성,신용카드,광주,VIP,5,22,16.0,66,42,113410
CUST_4988,남성,간편결제,대구,Gold,5,18,20.2,40,18,623904
CUST_4989,남성,간편결제,부산,VIP,5,15,22.2,38,40,156602
CUST_4990,기타,신용카드,서울,VIP,2,18,18.0,63,38,117207
CUST_4991,여성,간편결제,대구,Bronze,4,17,22.7,61,29,777732
CUST_4992,기타,휴대폰결제,부산,VVIP,3,6,21.5,69,9,400124
CUST_4993,남성,휴대폰결제,대구,Bronze,5,22,15.0,25,46,543743
CUST_4994,남성,계좌이체,서울,Bronze,4,17,22.6,27,25,499102
CUST_4995,여성,간편결제,서울,Silver,1,11,24.3,66,22,818812
CUST_4996,남성,신용카드,대구,VVIP,2,16,20.9,23,37,734411
CUST_4997,기타,간편결제,대구,VIP,1,13,25.8,22,47,99048
CUST_4998,기타,신용카드,대구,Bronze,1,9,13.9,23,45,986046
CUST_4999,여성,계좌이체,서울,Gold,5,19,22.3,42,49,602372
CUST_5000,여성,신용카드,경기,Gold,5,20,14.1,65,24,182789
CUST_5001,기타,계좌이체,경기,VIP,5,8,14.4,21,24,422587
CUST_5002,남성,신용카드,경기,VIP,4,12,16.8,54,24,986057
CUST_5003,남성,신용카드,광주,VIP,4,18,15.3,45,19,171333
CUST_5004,남성,간편결제,광주,Gold,2,16,17.3,23,7,320598
CUST_5005,기타,간편결제,대구,VIP,5,16,18.9,47,33,876741
CUST_5006,기타,휴대폰결제,대구,Gold,3,19,24.2,22,17,345952
CUST_5007,기타,간편결제,부산,Gold,1,4,18.4,24,34,216232
CUST_5008,여성,신용카드,경기,Gold,1,9,12.1,68,49,556156
CUST_5009,남성,간편결제,대구,Bronze,4,7,25.7,26,18,588359
CUST_5010,여성,신용카드,서울,Gold,3,22,15.8,61,24,573126
CUST_5011,남성,계좌이체,서울,Bronze,1,2,19.7,42,17,955038
CUST_5012,남성,계좌이체,광주,VIP,4,7,22.2,31,8,239073
CUST_5013,여성,신용카드,부산,VVIP,1,17,21.0,43,21,428825
CUST_5014,기타,휴대폰결제,서울,Bronze,5,3,25.5,57,32,440921
CUST_5015,여성,휴대폰결제,부산,Bronze,5,13,22.4,42,33,473365
CUST_5016,기타,휴대폰결제,대구,Gold,3,5,15.7,58,34,63085
CUST_5017,여성,신용카드,서울,VVIP,3,15,30.9,51,1,610151
CUST_5018,기타,휴대폰결제,광주,VIP,5,23,21.0,51,40,788078
CUST_5019,여성,신용카드,광주,Silver,2,16,19.3,21,10,794119
CUST_5020,기타,간편결제,서울,VIP,2,16,24.8,45,5,78741
CUST_5021,기타,휴대폰결제,경기,Bronze,2,22,21.2,21,6,734217
CUST_5022,남성,계좌이체,서울,Silver,5,22,22.0,50,44,516495
CUST_5023,기타,간편결제,서울,VIP,2,17,32.5,67,23,374951
CUST_5024,기타,간편결제,부산,Gold,1,16,18.6,25,38,840486
CUST_5025,여성,신용카드,대구,VVIP,1,13,18.4,24,50,605569
CUST_5026,기타,계좌이체,경기,VVIP,2,5,20.6,34,26,380513
CUST_5027,여성,계좌이체,서울,Gold,4,6,25.4,27,16,54674
CUST_5028,남성,계좌이체,경기,Bronze,1,20,12.5,32,42,63990
CUST_5029,여성,계좌이체,대구,VVIP,2,17,10.2,39,17,737854
CUST_5030,기타,휴대폰결제,경기,Bronze,4,7,17.1,20,5,208417
CUST_5031,여성,계좌이체,광주,Silver,2,20,11.8,20,1,101123
CUST_5032,남성,계좌이체,서울,Gold,3,17,17.9,69,30,469186
CUST_5033,기타,신용카드,광주,Gold,2,0,22.5,20,45,434728
CUST_5034,기타,계좌이체,서울,Gold,5,16,15.5,65,40,248053
CUST_5035,기타,휴대폰결제,대구,VIP,3,19,12.9,67,16,366740
CUST_5036,기타,신용카드,광주,VVIP,5,23,20.3,37,47,953723
CUST_5037,기타,신용카드,부산,Silver,3,9,24.3,22,37,509140
CUST_5038,기타,신용카드,서울,Gold,1,17,11.5,46,15,855209
CUST_5039,여성,휴대폰결제,대구,Silver,1,21,24.1,35,10,695913
CUST_5040,남성,간편결제,서울,VIP,3,16,24.1,50,19,561867
CUST_5041,남성,신용카드,광주,Bronze,2,12,24.8,65,32,904639
CUST_5042,여성,휴대폰결제,경기,Silver,3,19,26.1,23,29,621733
CUST_5043,기타,계좌이체,대구,Bronze,2,17,31.0,47,33,811523
CUST_5044,여성,신용카드,대구,Gold,5,1,18.2,43,17,952763
CUST_5045,남성,간편결제,경기,VVIP,5,13,20.5,33,18,560779
CUST_5046,기타,간편결제,부산,Silver,5,19,17.9,56,27,839457
CUST_5047,여성,계좌이체,부산,VIP,1,5,20.0,66,30,266394
CUST_5048,남성,신용카드,광주,Bronze,4,21,27.7,27,33,685245
CUST_5049,기타,간편결제,서울,Gold,5,14,13.3,36,19,904055
CUST_5050,기타,신용카드,대구,Bronze,2,9,15.7,49,19,902484
CUST_5051,기타,신용카드,부산,Silver,4,13,26.9,57,26,892905
CUST_5052,기타,휴대폰결제,부산,Bronze,3,13,25.1,30,37,947914
CUST_5053,남성,휴대폰결제,서울,VIP,1,13,18.2,55,26,285886
CUST_5054,남성,휴대폰결제,대구,VVIP,1,5,24.3,49,19,209105
CUST_5055,여성,간편결제,부산,VIP,2,0,21.7,61,11,509248
CUST_5056,남성,간편결제,광주,Silver,4,13,27.5,49,16,719342
CUST_5057,기타,휴대폰결제,대구,VVIP,1,5,20.4,50,5,857507
CUST_5058,여성,간편결제,경기,Gold,5,19,25.1,56,29,478793
CUST_5059,여성,휴대폰결제,광주,Bronze,2,10,33.2,62,47,858150
CUST_5060,남성,계좌이체,광주,Silver,3,11,23.0,66,38,181619
CUST_5061,기타,신용카드,경기,VVIP,1,20,20.2,31,39,73314
CUST_5062,여성,계좌이체,경기,VIP,1,16,23.6,52,48,362502
CUST_5063,여성,계좌이체,서울,VVIP,5,23,18.2,53,28,122783
CUST_5064,남성,휴대폰결제,서울,Gold,4,5,31.9,23,13,277164
CUST_5065,남성,계좌이체,부산,VIP,1,11,20.9,43,39,854582
CUST_5066,여성,계좌이체,경기,VVIP,2,5,18.6,26,48,995310
CUST_5067,남성,신용카드,광주,Silver,1,4,15.8,27,48,40465
CUST_5068,기타,신용카드,부산,Bronze,3,19,25.5,44,2,484183
CUST_5069,여성,계좌이체,대구,Silver,1,10,24.3,67,33,184055
CUST_5070,기타,휴대폰결제,대구,Gold,3,23,17.5,31,44,421470
CUST_5071,여성,신용카드,서울,Bronze,1,23,22.9,32,13,31460
CUST_5072,기타,신용카드,경기,VVIP,1,2,12.5,19,10,843201
CUST_5073,여성,신용카드,서울,Silver,4,23,20.9,42,21,906998
CUST_5074,기타,간편결제,광주,VVIP,3,8,22.3,38,35,904479
CUST_5075,남성,계좌이체,광주,VVIP,4,19,28.5,50,14,502183
CUST_5076,남성,계좌이체,서울,Gold,2,19,16.1,60,9,445803
CUST_5077,남성,계좌이체,부산,Silver,2,3,13.6,39,7,887710
CUST_5078,남성,간편결제,대구,Silver,4,18,15.5,60,27,362607
CUST_5079,여성,간편결제,광주,Gold,3,2,13.3,66,43,673758
CUST_5080,기타,간편결제,서울,Silver,3,7,26.7,41,10,140532
CUST_5081,여성,휴대폰결제,광주,Silver,1,17,27.7,64,44,740873
CUST_5082,남성,간편결제,광주,VIP,3,20,21.6,31,44,16844
CUST_5083,기타,계좌이체,서울,Silver,3,10,26.1,37,28,656842
CUST_5084,기타,휴대폰결제,경기,VVIP,3,13,20.7,50,14,418635
CUST_5085,여성,신용카드,부산,Bronze,4,17,19.5,52,42,534937
CUST_5086,남성,휴대폰결제,서울,VVIP,5,4,18.3,29,49,138723
CUST_5087,남성,신용카드,부산,Silver,5,4,18.4,55,26,935241
CUST_5088,남성,신용카드,광주,Silver,1,8,12.3,41,22,483878
CUST_5089,남성,휴대폰결제,경기,Silver,5,16,21.3,38,39,745942
CUST_5090,남성,휴대폰결제,부산,VVIP,3,18,19.8,21,25,582090
CUST_5091,기타,휴대폰결제,광주,Gold,3,0,23.7,69,13,411864
CUST_5092,여성,간편결제,경기,VIP,5,8,20.5,36,17,893729
CUST_5093,여성,계좌이체,광주,Bronze,1,8,19.2,64,24,437390
CUST_5094,남성,간편결제,서울,Gold,5,9,15.6,46,47,990560
CUST_5095,남성,신용카드,부산,VVIP,3,7,20.4,67,11,685397
CUST_5096,남성,계좌이체,광주,Silver,2,14,23.7,51,2,931481
CUST_5097,여성,휴대폰결제,광주,Gold,5,2,14.3,46,41,412965
CUST_5098,여성,신용카드,광주,VVIP,1,16,20.4,38,27,271461
CUST_5099,기타,계좌이체,부산,VIP,2,5,21.2,33,3,801516
CUST_5100,여성,신용카드,대구,Silver,3,11,16.4,45,10,202198
CUST_5101,남성,신용카드,경기,Bronze,1,15,17.1,27,41,824651
CUST_5102,기타,계좌이체,대구,VVIP,2,18,21.2,59,18,526029
CUST_5103,기타,휴대폰결제,서울,Gold,4,16,14.3,28,12,998243
CUST_5104,남성,휴대폰결제,광주,VVIP,1,10,21.7,66,46,131877
CUST_5105,남성,신용카드,광주,Bronze,1,0,15.5,62,44,608400
CUST_5106,여성,계좌이체,광주,Gold,5,0,25.3,52,9,204474
CUST_5107,기타,휴대폰결제,경기,Silver,4,13,31.7,35,29,977946
CUST_5108,기타,계좌이체,부산,Bronze,4,21,15.7,46,10,494904
CUST_5109,남성,신용카드,대구,VIP,4,9,22.7,26,9,453848
CUST_5110,여성,휴대폰결제,대구,Gold,2,10,16.4,45,3,399576
CUST_5111,여성,계좌이체,경기,VVIP,1,20,25.2,28,14,773650
CUST_5112,기타,휴대폰결제,경기,VIP,1,15,13.7,45,44,239887
CUST_5113,기타,휴대폰결제,대구,Gold,1,21,22.4,30,40,281414
CUST_5114,기타,계좌이체,서울,Silver,2,15,15.6,36,16,263016
CUST_5115,남성,간편결제,서울,Silver,3,6,19.0,48,18,875154
CUST_5116,여성,간편결제,부산,Bronze,1,16,14.8,42,20,168665
CUST_5117,남성,신용카드,광주,Gold,3,5,24.1,43,36,582621
CUST_5118,남성,신용카드,광주,Bronze,3,13,15.8,44,24,702907
CUST_5119,기타,신용카드,경기,Silver,2,4,22.8,43,5,397613
CUST_5120,여성,간편결제,광주,Bronze,2,16,18.3,28,4,427739
CUST_5121,남성,신용카드,서울,VVIP,4,2,19.4,44,17,129924
CUST_5122,남성,휴대폰결제,부산,Bronze,2,4,20.7,47,50,636184
CUST_5123,여성,계좌이체,대구,Silver,1,5,16.2,43,27,262352
CUST_5124,기타,신용카드,서울,Bronze,1,19,21.1,65,42,778186
CUST_5125,남성,계좌이체,광주,Gold,2,9,27.7,37,36,294215
CUST_5126,기타,휴대폰결제,광주,Gold,4,22,16.1,22,14,34626
CUST_5127,남성,휴대폰결제,경기,Silver,1,20,25.9,23,35,849729
CUST_5128,기타,휴대폰결제,경기,Gold,4,15,27.5,60,13,897350
CUST_5129,남성,간편결제,서울,Bronze,3,20,15.9,58,39,624259
CUST_5130,기타,휴대폰결제,부산,VVIP,1,18,12.7,39,9,206995
CUST_5131,남성,계좌이체,광주,Bronze,4,8,21.5,21,43,434098
CUST_5132,기타,신용카드,광주,Silver,3,1,17.3,53,2,792490
CUST_5133,기타,신용카드,광주,VIP,2,16,29.3,20,17,518302
CUST_5134,기타,신용카드,경기,Bronze,1,15,20.2,29,3,141763
CUST_5135,기타,신용카드,경기,Bronze,5,5,16.0,43,38,570137
CUST_5136,남성,계좌이체,부산,Gold,5,23,14.3,50,7,974056
CUST_5137,남성,계좌이체,대구,Bronze,3,16,25.4,36,6,206532
CUST_5138,기타,신용카드,서울,VIP,3,20,17.1,39,43,474582
CUST_5139,남성,간편결제,부산,VVIP,1,13,20.2,35,12,669113
CUST_5140,여성,계좌이체,대구,Gold,5,5,24.8,62,23,556419
CUST_5141,여성,계좌이체,대구,Silver,3,16,17.6,29,2,90757
CUST_5142,여성,휴대폰결제,광주,Silver,3,3,19.8,58,13,730448
CUST_5143,남성,신용카드,광주,Bronze,5,3,19.9,22,16,208901
CUST_5144,남성,간편결제,대구,Bronze,1,22,23.4,21,16,484485
CUST_5145,남성,계좌이체,경기,VVIP,2,20,23.0,47,31,123846
CUST_5146,여성,간편결제,부산,Gold,3,7,18.9,64,39,708669
CUST_5147,기타,계좌이체,경기,VIP,4,2,20.3,22,26,497335
CUST_5148,남성,신용카드,서울,Bronze,3,1,18.1,66,37,376160
CUST_5149,남성,휴대폰결제,경기,Bronze,4,16,12.6,63,21,790997
CUST_5150,남성,신용카드,서울,Gold,4,10,21.3,51,37,830987
CUST_5151,남성,휴대폰결제,서울,VVIP,2,15,29.5,31,25,737008
CUST_5152,여성,간편결제,광주,VIP,1,5,15.6,65,4,776589
CUST_5153,기타,계좌이체,서울,VIP,3,6,16.1,68,27,338715
CUST_5154,기타,신용카드,서울,Silver,2,8,15.6,43,46,292464
CUST_5155,여성,간편결제,광주,Silver,5,14,23.6,52,44,683728
CUST_5156,기타,신용카드,대구,Gold,4,0,22.2,40,32,89694
CUST_5157,여성,계좌이체,부산,Bronze,3,22,19.2,70,28,582562
CUST_5158,남성,간편결제,부산,Gold,1,13,15.4,22,50,617490
CUST_5159,기타,간편결제,부산,Silver,3,1,20.5,54,19,390227
CUST_5160,남성,휴대폰결제,대구,Bronze,1,1,12.2,33,12,289980
CUST_5161,남성,계좌이체,부산,Gold,3,11,20.7,27,44,843566
CUST_5162,기타,휴대폰결제,서울,Silver,1,10,24.4,31,39,866572
CUST_5163,남성,휴대폰결제,서울,Bronze,4,13,13.7,66,15,619262
CUST_5164,기타,휴대폰결제,부산,VIP,5,6,12.3,46,13,520716
CUST_5165,기타,휴대폰결제,경기,Silver,5,4,27.9,27,48,988212
CUST_5166,여성,계좌이체,경기,Gold,1,10,16.9,54,14,158434
CUST_5167,기타,휴대폰결제,대구,Bronze,1,10,25.7,56,8,531414
CUST_5168,여성,간편결제,대구,Silver,5,0,19.2,47,49,89047
CUST_5169,기타,계좌이체,대구,VVIP,5,19,19.2,47,43,800131
CUST_5170,기타,간편결제,대구,VIP,2,5,22.2,62,28,181023
CUST_5171,남성,간편결제,서울,Silver,2,17,15.6,47,30,925145
CUST_5172,여성,계좌이체,부산,VIP,5,1,20.7,22,7,900911
CUST_5173,여성,휴대폰결제,부산,Bronze,1,11,18.1,45,13,562566
CUST_5174,기타,휴대폰결제,부산,Bronze,3,4,13.4,51,20,98732
CUST_5175,여성,휴대폰결제,대구,Gold,5,16,21.7,42,6,310341
CUST_5176,남성,계좌이체,광주,Bronze,5,18,18.7,38,28,258076
CUST_5177,남성,계좌이체,대구,Gold,1,0,19.2,56,29,486665
CUST_5178,기타,신용카드,대구,VVIP,2,20,13.9,59,32,602234
CUST_5179,기타,간편결제,부산,VIP,5,19,28.0,41,39,307818
CUST_5180,여성,계좌이체,경기,Silver,4,22,24.4,32,32,950573
CUST_5181,남성,신용카드,서울,Bronze,5,4,24.8,34,37,554684
CUST_5182,기타,계좌이체,대구,Bronze,1,6,18.5,35,5,258834
CUST_5183,남성,휴대폰결제,서울,Silver,1,14,11.4,57,14,223453
CUST_5184,남성,계좌이체,대구,Bronze,1,21,29.8,33,47,822174
CUST_5185,여성,간편결제,대구,Silver,5,14,19.7,45,48,59556
CUST_5186,기타,신용카드,부산,VIP,2,10,16.3,55,13,68584
CUST_5187,기타,휴대폰결제,광주,VVIP,1,18,22.1,33,45,414985
CUST_5188,여성,신용카드,부산,Bronze,5,11,25.8,65,31,546847
CUST_5189,기타,계좌이체,대구,Gold,5,1,19.9,62,13,245508
CUST_5190,남성,신용카드,대구,VVIP,5,22,26.4,49,16,550681
CUST_5191,남성,계좌이체,대구,Silver,3,14,25.4,30,38,556290
CUST_5192,여성,휴대폰결제,서울,Silver,1,0,14.6,28,28,543477
CUST_5193,남성,계좌이체,광주,Bronze,5,12,16.6,41,9,441390
CUST_5194,여성,간편결제,경기,VVIP,2,17,24.8,40,7,615487
CUST_5195,여성,계좌이체,경기,VIP,2,22,6.4,36,34,487727
CUST_5196,기타,간편결제,대구,Silver,5,7,19.3,70,38,303682
CUST_5197,기타,간편결제,부산,VIP,2,7,12.8,31,25,261901
CUST_5198,여성,휴대폰결제,부산,VVIP,1,4,17.6,33,35,560622
CUST_5199,여성,계좌이체,서울,VVIP,3,23,18.5,26,41,525679
CUST_5200,기타,신용카드,경기,Silver,5,4,18.2,20,12,183548
CUST_5201,여성,휴대폰결제,경기,VVIP,1,12,17.2,33,2,929604
CUST_5202,여성,간편결제,광주,VVIP,3,7,14.5,62,15,320071
CUST_5203,기타,신용카드,경기,Silver,2,18,31.5,65,12,871174
CUST_5204,남성,휴대폰결제,대구,Bronze,4,4,29.3,65,44,410716
CUST_5205,남성,휴대폰결제,부산,VIP,2,5,14.2,32,41,644212
CUST_5206,여성,계좌이체,경기,Gold,2,19,27.9,28,25,632794
CUST_5207,남성,계좌이체,경기,VIP,1,10,18.0,32,31,788986
CUST_5208,여성,신용카드,서울,Gold,3,21,20.6,19,45,598011
CUST_5209,여성,간편결제,광주,Gold,3,11,19.7,38,50,111941
CUST_5210,남성,간편결제,서울,Gold,2,10,16.7,21,1,325949
CUST_5211,기타,간편결제,광주,VIP,5,21,24.9,24,46,304147
CUST_5212,기타,신용카드,광주,Gold,4,18,20.6,54,16,285649
CUST_5213,여성,계좌이체,광주,Bronze,4,18,17.6,70,35,581757
CUST_5214,여성,계좌이체,부산,VVIP,3,13,13.5,49,32,621659
CUST_5215,여성,휴대폰결제,부산,VVIP,2,11,15.5,66,43,777292
CUST_5216,여성,휴대폰결제,서울,VIP,5,5,11.8,38,12,86796
CUST_5217,여성,계좌이체,서울,Bronze,3,13,20.1,42,14,330541
CUST_5218,기타,간편결제,서울,Silver,2,2,14.0,46,40,837333
CUST_5219,여성,간편결제,경기,Gold,1,12,18.7,25,4,238641
CUST_5220,여성,계좌이체,대구,Gold,2,18,26.9,48,22,465309
CUST_5221,남성,간편결제,부산,VIP,2,11,26.0,21,28,663321
CUST_5222,남성,휴대폰결제,대구,Silver,4,16,19.8,32,25,610628
CUST_5223,여성,간편결제,광주,VIP,5,14,19.6,50,46,75142
CUST_5224,기타,계좌이체,부산,VIP,4,13,29.4,27,49,322478
CUST_5225,남성,계좌이체,광주,Bronze,4,16,22.6,49,50,287545
CUST_5226,기타,계좌이체,대구,Gold,2,13,18.4,59,44,827622
CUST_5227,남성,간편결제,부산,Gold,3,9,12.9,35,32,110484
CUST_5228,여성,계좌이체,경기,Gold,2,16,22.0,69,35,138715
CUST_5229,남성,신용카드,경기,Bronze,5,8,24.1,44,34,950622
CUST_5230,여성,휴대폰결제,경기,VIP,5,16,16.8,57,4,522062
CUST_5231,기타,휴대폰결제,서울,Bronze,4,4,21.5,34,49,812485
CUST_5232,여성,간편결제,대구,Bronze,2,14,18.2,20,33,849966
CUST_5233,남성,휴대폰결제,경기,Gold,4,0,19.1,68,2,824229
CUST_5234,여성,간편결제,서울,Gold,5,3,7.6,38,18,251427
CUST_5235,남성,신용카드,서울,VVIP,5,8,18.9,58,15,830024
CUST_5236,남성,휴대폰결제,부산,Gold,3,3,24.8,42,29,850794
CUST_5237,여성,계좌이체,서울,Silver,3,6,16.8,70,19,474113
CUST_5238,남성,휴대폰결제,서울,Bronze,5,10,20.3,25,50,42830
CUST_5239,남성,휴대폰결제,광주,Bronze,4,6,16.2,70,8,579250
CUST_5240,기타,계좌이체,부산,Bronze,2,7,21.8,37,8,434972
CUST_5241,여성,간편결제,경기,VIP,4,11,18.9,30,20,376621
CUST_5242,기타,간편결제,부산,Bronze,1,21,15.3,26,9,559278
CUST_5243,여성,신용카드,대구,VIP,5,19,26.7,36,19,127147
CUST_5244,여성,휴대폰결제,대구,VIP,4,3,24.6,46,7,646591
CUST_5245,남성,휴대폰결제,서울,Silver,3,12,17.0,28,39,392334
CUST_5246,여성,휴대폰결제,광주,Gold,3,4,22.5,31,15,932522
CUST_5247,남성,간편결제,광주,VIP,1,21,22.7,43,13,151224
CUST_5248,남성,간편결제,광주,Silver,5,3,23.2,58,36,174639
CUST_5249,기타,신용카드,대구,Bronze,2,12,11.5,28,29,909508
CUST_5250,여성,휴대폰결제,광주,VIP,1,10,25.0,44,27,756325
CUST_5251,기타,계좌이체,부산,Silver,3,6,17.2,31,33,400328
CUST_5252,기타,간편결제,부산,VIP,2,11,18.2,19,36,315434
CUST_5253,여성,휴대폰결제,경기,Gold,1,16,33.2,22,49,322288
CUST_5254,여성,계좌이체,광주,Bronze,5,1,21.5,24,17,589829
CUST_5255,여성,간편결제,대구,VIP,4,5,18.1,22,1,648062
CUST_5256,남성,신용카드,광주,Silver,5,17,9.0,65,10,401213
CUST_5257,기타,신용카드,광주,Bronze,3,7,26.9,45,34,707133
CUST_5258,여성,휴대폰결제,부산,VVIP,5,11,13.3,28,44,389902
CUST_5259,기타,휴대폰결제,서울,Silver,2,5,15.0,44,44,590331
CUST_5260,여성,계좌이체,대구,VIP,2,8,18.3,37,41,327472
CUST_5261,기타,휴대폰결제,대구,Bronze,3,6,27.1,61,47,198592
CUST_5262,기타,신용카드,부산,Bronze,2,3,23.9,34,5,135890
CUST_5263,남성,계좌이체,부산,Silver,2,3,19.2,38,4,748958
CUST_5264,여성,신용카드,서울,VVIP,3,2,21.5,67,33,289692
CUST_5265,기타,계좌이체,서울,VVIP,1,17,17.0,45,10,41847
CUST_5266,기타,휴대폰결제,광주,Gold,3,3,20.7,39,4,10026
CUST_5267,남성,계좌이체,대구,VVIP,3,20,20.4,23,10,636994
CUST_5268,기타,계좌이체,대구,Silver,1,3,24.8,68,47,137052
CUST_5269,기타,계좌이체,부산,VVIP,1,1,24.8,35,18,996909
CUST_5270,여성,간편결제,대구,Bronze,2,3,22.5,58,16,141325
CUST_5271,여성,간편결제,경기,Silver,5,9,18.2,62,6,800968
CUST_5272,기타,신용카드,대구,Gold,1,12,23.7,67,31,129188
CUST_5273,여성,신용카드,부산,Bronze,5,12,19.5,47,43,543954
CUST_5274,남성,간편결제,대구,Gold,3,18,14.6,39,42,326378
CUST_5275,여성,신용카드,광주,Bronze,1,21,18.0,41,38,878612
CUST_5276,남성,휴대폰결제,대구,Bronze,3,9,20.4,65,49,667275
CUST_5277,기타,간편결제,부산,VIP,5,23,24.6,68,38,24778
CUST_5278,남성,휴대폰결제,광주,VIP,2,6,19.1,66,5,972312
CUST_5279,기타,신용카드,부산,Gold,1,8,14.0,56,2,706775
CUST_5280,기타,계좌이체,광주,Gold,1,21,20.3,38,31,203821
CUST_5281,기타,계좌이체,경기,VIP,1,0,20.6,51,14,806685
CUST_5282,남성,계좌이체,경기,Gold,1,22,20.9,29,41,356049
CUST_5283,남성,계좌이체,부산,VVIP,3,19,24.6,69,33,348631
CUST_5284,여성,계좌이체,광주,Silver,4,10,25.1,26,37,88976
CUST_5285,여성,신용카드,부산,Bronze,3,15,17.0,26,43,923644
CUST_5286,기타,휴대폰결제,대구,Bronze,3,17,16.9,64,39,590418
CUST_5287,남성,신용카드,대구,Silver,4,5,14.8,64,15,24821
CUST_5288,남성,간편결제,경기,VVIP,4,2,23.5,39,20,620937
CUST_5289,여성,계좌이체,대구,VIP,1,16,27.2,24,11,369382
CUST_5290,기타,계좌이체,서울,VVIP,5,18,18.4,34,29,549629
CUST_5291,기타,휴대폰결제,부산,Silver,4,17,18.8,46,23,828346
CUST_5292,여성,휴대폰결제,경기,VVIP,3,8,27.3,55,44,900193
CUST_5293,남성,휴대폰결제,서울,Bronze,3,17,22.5,61,2,480467
CUST_5294,기타,계좌이체,부산,VVIP,2,8,22.2,19,23,228102
CUST_5295,남성,간편결제,광주,Bronze,4,14,14.0,28,20,832096
CUST_5296,여성,간편결제,광주,Bronze,4,13,23.4,50,4,12022
CUST_5297,남성,간편결제,대구,VVIP,4,16,15.4,32,25,577623
CUST_5298,기타,신용카드,서울,Bronze,1,7,14.3,26,47,154195
CUST_5299,남성,계좌이체,경기,Silver,1,0,18.3,48,15,241726
CUST_5300,여성,간편결제,서울,Bronze,5,6,17.1,70,38,643374
CUST_5301,남성,휴대폰결제,서울,Gold,2,3,18.9,46,38,65373
CUST_5302,여성,휴대폰결제,부산,VIP,3,21,12.8,66,19,824511
CUST_5303,기타,계좌이체,서울,VIP,4,22,24.8,26,2,152855
CUST_5304,여성,계좌이체,부산,VIP,4,12,25.6,52,7,872671
CUST_5305,여성,신용카드,광주,Gold,2,14,10.3,25,50,528834
CUST_5306,여성,간편결제,광주,VIP,1,0,24.9,54,1,171198
CUST_5307,기타,계좌이체,대구,Silver,2,5,15.9,34,23,395412
CUST_5308,기타,간편결제,부산,VVIP,1,13,24.3,63,29,57793
CUST_5309,남성,간편결제,서울,VIP,4,16,19.7,59,34,602492
CUST_5310,남성,신용카드,대구,Silver,1,17,20.1,46,10,338675
CUST_5311,기타,계좌이체,경기,VIP,4,22,19.1,53,27,480863
CUST_5312,남성,계좌이체,광주,Bronze,4,9,26.1,43,21,404826
CUST_5313,여성,신용카드,경기,Bronze,4,17,13.8,22,33,49061
CUST_5314,기타,신용카드,광주,VIP,5,4,23.0,25,21,472306
CUST_5315,남성,신용카드,경기,VVIP,2,3,25.5,39,43,715080
